conversation_id_str;created_at;favorite_count;id_str;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;source_file;suburb;time;status;area
7,60E+19;Mon Mar 04 02:49:05 +0000 2024;2;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1764483170911900120;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;10:49 AM;BURNT;CITY OF WANNEROO
7,60E+19;Sun Mar 03 07:58:38 +0000 2024;0;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;2;https://x.com/dfes_wa/status/1764198684244533551;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;3:58 PM;ADVICE;CITY OF WANNEROO
7,60E+19;Sun Mar 03 02:05:18 +0000 2024;1;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1764109764760654251;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;10:05 AM;ADVICE;CITY OF WANNEROO
7,60E+19;Fri Mar 01 03:06:46 +0000 2024;1;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1763400457270305030;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;11:06 AM;ADVICE;CITY OF WANNEROO
7,60E+19;Sat Mar 02 07:22:47 +0000 2024;0;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1763827275068563462;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;3:22 PM;ADVICE;CITY OF WANNEROO
7,60E+19;Sat Mar 02 02:23:32 +0000 2024;0;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1763751966843469869;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;10:23 AM;ADVICE;CITY OF WANNEROO
7,60E+19;Fri Mar 01 07:57:17 +0000 2024;0;1,76E+18;;en;NEERABUP and NOWERGUP;0;0;0;https://x.com/dfes_wa/status/1763473570376949946;364678681;dfes_wa;Wanneroo_tweets.csv;Wanneroo    ;3:57 PM;ADVICE;CITY OF WANNEROO
8,70E+19;Sun Dec 22 10:38:17 +0000 2024;3;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870780897169137813;364678681;dfes_wa;Two_Rocks_tweets.csv;Two Rocks   ;6:38 PM;WATCH AND ACT;
8,70E+19;Sun Dec 22 05:02:05 +0000 2024;3;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870696285944332492;364678681;dfes_wa;Two_Rocks_tweets.csv;Two Rocks   ;1:02 PM;EMERGENCY WARNING;
8,70E+19;Sun Dec 22 08:31:46 +0000 2024;2;1,87E+18;;en;;0;1;1;https://x.com/dfes_wa/status/1870749057511252230;364678681;dfes_wa;Two_Rocks_tweets.csv;Two Rocks   ;4:31 PM;WATCH AND ACT;
8,70E+19;Sun Dec 22 06:49:37 +0000 2024;2;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870723350647242967;364678681;dfes_wa;Two_Rocks_tweets.csv;Two Rocks   ;2:49 PM;WATCH AND ACT;
7,80E+19;Tue Apr 02 06:52:57 +0000 2024;1;1,78E+18;;en;John Forrest National Park;0;0;0;https://x.com/dfes_wa/status/1775053792712819198;364678681;dfes_wa;Swan_View_tweets.csv;Swan View   ;2:52 PM;ADVICE;SHIRE OF MUNDARING
7,80E+19;Wed Apr 03 08:01:43 +0000 2024;1;1,78E+18;;en;John Forrest National Park;0;0;0;https://x.com/dfes_wa/status/1775433483521024202;364678681;dfes_wa;Swan_View_tweets.csv;Swan View   ;4:01 PM;BURNT;SHIRE OF MUNDARING
8,60E+19;Sat Nov 23 19:55:28 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1860411868080407035;364678681;dfes_wa;Upper_Swan_tweets.csv;Upper Swan   ;3:55 AM;ADVICE;
8,60E+19;Sat Nov 23 21:46:49 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1860439890573558209;364678681;dfes_wa;Upper_Swan_tweets.csv;Upper Swan   ;5:46 AM;ADVICE;
8,70E+19;Sun Dec 15 06:41:34 +0000 2024;2;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1868184609726562380;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;2:41 PM;WATCH AND ACT;
8,70E+19;Sun Dec 15 08:41:20 +0000 2024;2;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1868214747654758831;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;4:41 PM;WATCH AND ACT;
8,60E+19;Mon Nov 25 05:05:45 +0000 2024;2;1,86E+18;;en;;0;0;2;https://x.com/dfes_wa/status/1860912738555572365;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;1:05 PM;WATCH AND ACT;
8,60E+19;Mon Nov 25 10:37:54 +0000 2024;3;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1860996328316387344;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;6:37 PM;WATCH AND ACT;
8,70E+19;Sun Dec 15 09:04:01 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868220458400977374;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;5:03 PM;ADVICE;
8,60E+19;Fri Nov 29 07:35:14 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862399906885025867;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;3:35 PM;ADVICE;
8,60E+19;Wed Dec 04 02:48:39 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864139726321799419;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;10:48 AM;ADVICE;
8,60E+19;Wed Dec 04 08:00:40 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864218248298025422;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;4:00 PM;ADVICE;
7,90E+19;Sat May 18 06:07:07 +0000 2024;0;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;1;https://x.com/dfes_wa/status/1791712099363913903;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;2:07 PM;ADVICE;SHIRE OF MUNDARING
8,60E+19;Mon Nov 25 04:46:58 +0000 2024;4;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1860908010555756752;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;12:46 PM;WATCH AND ACT;
8,70E+19;Sun Dec 15 07:44:12 +0000 2024;2;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868200370146791800;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;3:44 PM;WATCH AND ACT;
8,60E+19;Mon Nov 25 09:04:45 +0000 2024;3;1,86E+18;;en;;0;0;2;https://x.com/dfes_wa/status/1860972883281088776;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;5:04 PM;WATCH AND ACT;
8,60E+19;Fri Nov 29 01:06:37 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862302107971563890;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;9:06 AM;ADVICE;
8,60E+19;Tue Dec 03 07:57:58 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1863855181387194855;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;3:57 PM;ADVICE;
7,90E+19;Sun May 19 02:58:23 +0000 2024;0;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;0;https://x.com/dfes_wa/status/1792026992550068455;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;10:58 AM;ADVICE;SHIRE OF MUNDARING
8,60E+19;Mon Nov 25 06:23:16 +0000 2024;2;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1860932243788808547;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;2:23 PM;WATCH AND ACT;
8,60E+19;Mon Nov 25 06:59:29 +0000 2024;3;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1860941359617904934;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;2:59 PM;WATCH AND ACT;
8,60E+19;Thu Nov 28 07:37:59 +0000 2024;3;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862038211612287351;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;3:37 PM;ADVICE;
8,60E+19;Tue Dec 03 02:30:49 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1863772850701918577;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;10:30 AM;ADVICE;
7,90E+19;Sun May 19 05:17:14 +0000 2024;1;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;0;https://x.com/dfes_wa/status/1792061934558425325;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;1:17 PM;BURNT;SHIRE OF MUNDARING
8,60E+19;Mon Nov 25 04:44:39 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1860907427857879206;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;12:44 PM;WATCH AND ACT;
8,60E+19;Mon Dec 02 02:52:58 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1863416035434795375;364678681;dfes_wa;The_Lakes_tweets.csv;The Lakes   ;10:52 AM;ADVICE;
8,70E+19;Sun Dec 22 05:26:51 +0000 2024;6;1,87E+18;;en;;0;0;6;https://x.com/dfes_wa/status/1870702522475893036;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;1:26 PM;EMERGENCY WARNING;
8,70E+19;Tue Dec 17 07:21:17 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868919380962406703;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;3:21 PM;ADVICE;
8,70E+19;Tue Dec 17 11:26:23 +0000 2024;2;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868981062493520337;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;7:26 PM;ADVICE;
8,70E+19;Thu Dec 19 07:16:37 +0000 2024;3;1,87E+18;;en;;1;0;2;https://x.com/dfes_wa/status/1869642981495714074;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;3:16 PM;EMERGENCY WARNING;
8,70E+19;Sun Dec 22 13:51:38 +0000 2024;2;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870829555059134899;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;9:51 PM;ADVICE;
8,70E+19;Sun Dec 22 12:21:52 +0000 2024;5;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870806962235154629;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;8:21 PM;WATCH AND ACT;
8,70E+19;Tue Dec 17 06:45:30 +0000 2024;2;1,87E+18;;en;;0;1;1;https://x.com/dfes_wa/status/1868910372083966363;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;2:45 PM;ADVICE;
8,70E+19;Thu Dec 19 06:51:02 +0000 2024;4;1,87E+18;;en;;1;1;2;https://x.com/dfes_wa/status/1869636541062258947;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;2:50 PM;EMERGENCY WARNING;
8,70E+19;Sun Dec 22 10:38:17 +0000 2024;3;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870780897169137813;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;6:38 PM;WATCH AND ACT;
8,70E+19;Sun Dec 22 05:02:05 +0000 2024;3;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870696285944332492;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;1:02 PM;EMERGENCY WARNING;
8,70E+19;Sun Dec 22 06:49:37 +0000 2024;2;1,87E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1870723350647242967;364678681;dfes_wa;Yanchep_tweets.csv;Yanchep    ;2:49 PM;WATCH AND ACT;
7,70E+19;Fri Mar 15 14:37:47 +0000 2024;0;1,77E+18;;en;KENWICK BECKENHAM and WATTLE GROVE;0;0;1;https://x.com/dfes_wa/status/1768647787800138140;364678681;dfes_wa;Wattle_Grove_tweets.csv;Wattle Grove   ;10:37 PM;ADVICE;CITIES OF GOSNELLS and KALAMUNDA
7,70E+19;Fri Mar 15 15:41:44 +0000 2024;0;1,77E+18;;en;KENWICK BECKENHAM and WATTLE GROVE;0;0;0;https://x.com/dfes_wa/status/1768663882615443525;364678681;dfes_wa;Wattle_Grove_tweets.csv;Wattle Grove   ;11:41 PM;BURNT;CITIES OF GOSNELLS and KALAMUNDA
7,70E+19;Fri Mar 22 14:38:09 +0000 2024;2;1,77E+18;;en;ARMADALE ASHENDON BEDFORDALE MOUNT RICHON WUNGONG;0;0;0;https://x.com/dfes_wa/status/1771184594597126597;364678681;dfes_wa;Wungong_tweets.csv;Wungong    ;10:38 PM;WATCH AND ACT;CITY OF ARMADALE and the SHIRE OF SERPENTINE-JARRAHDALE
7,70E+19;Fri Mar 22 14:13:01 +0000 2024;2;1,77E+18;;en;ARMADALE ASHENDON BEDFORDALE MOUNT RICHON WUNGONG;0;0;0;https://x.com/dfes_wa/status/1771178273210532280;364678681;dfes_wa;Wungong_tweets.csv;Wungong    ;10:13 PM;WATCH AND ACT;CITY OF ARMADALE and the SHIRE OF SERPENTINE-JARRAHDALE
8,40E+19;Tue Oct 01 03:53:25 +0000 2024;4;1,84E+18;;en;;0;0;2;https://x.com/dfes_wa/status/1840963203842642008;364678681;dfes_wa;Walliston_tweets.csv;Walliston    ;11:53 AM;WATCH AND ACT;
7,70E+19;Tue Mar 19 05:37:54 +0000 2024;2;1,77E+18;;en;CALISTA KWINANA TOWN CENTRE MEDINA PARMELIA WELLARD;0;0;2;https://x.com/dfes_wa/status/1769961474267734102;364678681;dfes_wa;Wellard_tweets.csv;Wellard    ;1:37 PM;WATCH AND ACT;CITY OF KWINANA
8,60E+19;Fri Nov 29 08:26:43 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862412865938104546;364678681;dfes_wa;Wellard_tweets.csv;Wellard    ;4:26 PM;ADVICE;
8,60E+19;Fri Nov 29 01:20:52 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862305695175180707;364678681;dfes_wa;Wellard_tweets.csv;Wellard    ;9:20 AM;ADVICE;
8,60E+19;Thu Nov 28 23:53:01 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862283587770622036;364678681;dfes_wa;Wellard_tweets.csv;Wellard    ;7:52 AM;ADVICE;
8,60E+19;Fri Nov 29 01:16:52 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1862304687934120042;364678681;dfes_wa;Wellard_tweets.csv;Wellard    ;9:16 AM;ADVICE;
8,60E+19;Wed Nov 27 07:29:51 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1861673778377564260;364678681;dfes_wa;Parkerville_tweets.csv;Parkerville    ;3:29 PM;ADVICE;
8,70E+19;Mon Dec 09 23:13:11 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1866259831818178788;364678681;dfes_wa;Manning_tweets.csv;Manning    ;7:13 AM;ADVICE;Shire of Menzies
8,70E+19;Tue Dec 10 02:59:56 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1866316892807573720;364678681;dfes_wa;Manning_tweets.csv;Manning    ;10:59 AM;ADVICE;
8,70E+19;Tue Dec 10 07:53:36 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1866390798713172026;364678681;dfes_wa;Manning_tweets.csv;Manning    ;3:53 PM;ADVICE;
8,70E+19;Tue Dec 17 07:21:17 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868919380962406703;364678681;dfes_wa;Pinjar_tweets.csv;Pinjar    ;3:21 PM;ADVICE;
8,70E+19;Tue Dec 17 06:45:30 +0000 2024;2;1,87E+18;;en;;0;1;1;https://x.com/dfes_wa/status/1868910372083966363;364678681;dfes_wa;Pinjar_tweets.csv;Pinjar    ;2:45 PM;ADVICE;
8,70E+19;Tue Dec 17 11:26:23 +0000 2024;2;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1868981062493520337;364678681;dfes_wa;Pinjar_tweets.csv;Pinjar    ;7:26 PM;ADVICE;
7,80E+19;Tue Apr 02 03:01:53 +0000 2024;2;1,78E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1774995642273935841;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;11:01 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,90E+19;Sat May 18 06:07:07 +0000 2024;0;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;1;https://x.com/dfes_wa/status/1791712099363913903;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;2:07 PM;ADVICE;SHIRE OF MUNDARING
8,10E+19;Fri Jul 05 07:29:00 +0000 2024;0;1,81E+18;;en;BEECHINA;0;0;0;https://x.com/dfes_wa/status/1809127322353811515;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;3:28 PM;ADVICE;SHIRE OF MUNDARING
8,10E+19;Fri Jul 05 08:12:32 +0000 2024;1;1,81E+18;;en;BEECHINA;0;0;0;https://x.com/dfes_wa/status/1809138280925180416;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;4:12 PM;BURNT;SHIRE OF MUNDARING
7,80E+19;Wed Apr 03 04:24:57 +0000 2024;1;1,78E+18;;en;KOONGAMIA and BELLEVUE;0;0;0;https://x.com/dfes_wa/status/1775378932700942587;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;12:24 PM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,80E+19;Tue Apr 02 06:52:57 +0000 2024;1;1,78E+18;;en;John Forrest National Park;0;0;0;https://x.com/dfes_wa/status/1775053792712819198;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;2:52 PM;ADVICE;SHIRE OF MUNDARING
7,70E+19;Mon Apr 01 03:45:10 +0000 2024;1;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;1;https://x.com/dfes_wa/status/1774644145778507806;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;11:45 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,90E+19;Sun May 19 02:58:23 +0000 2024;0;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;0;https://x.com/dfes_wa/status/1792026992550068455;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;10:58 AM;ADVICE;SHIRE OF MUNDARING
7,80E+19;Wed Apr 03 05:51:35 +0000 2024;2;1,78E+18;;en;KOONGAMIA and BELLEVUE;0;0;0;https://x.com/dfes_wa/status/1775400736433840465;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;1:51 PM;BURNT;CITY OF SWAN and SHIRE OF MUNDARING
7,80E+19;Wed Apr 03 08:01:43 +0000 2024;1;1,78E+18;;en;John Forrest National Park;0;0;0;https://x.com/dfes_wa/status/1775433483521024202;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;4:01 PM;BURNT;SHIRE OF MUNDARING
7,70E+19;Mon Apr 01 00:44:58 +0000 2024;1;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1774598798528139506;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;8:44 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,90E+19;Sat May 18 07:47:12 +0000 2024;0;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;0;https://x.com/dfes_wa/status/1791737284850856164;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;3:47 PM;ADVICE;SHIRE OF MUNDARING
7,90E+19;Sun May 19 05:17:14 +0000 2024;1;1,79E+18;;en;BEECHINA CHIDLOW and THE LAKES;0;0;0;https://x.com/dfes_wa/status/1792061934558425325;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;1:17 PM;BURNT;SHIRE OF MUNDARING
7,80E+19;Wed Apr 03 07:24:55 +0000 2024;1;1,78E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1775424225169563742;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;3:24 PM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,80E+19;Tue Apr 02 07:05:54 +0000 2024;3;1,78E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1775057051527610477;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;3:05 PM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,80E+19;Thu Apr 04 02:08:04 +0000 2024;1;1,78E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1775706873192444287;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;10:08 AM;BURNT;CITY OF SWAN and SHIRE OF MUNDARING
7,70E+19;Mon Apr 01 02:47:01 +0000 2024;1;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;1;https://x.com/dfes_wa/status/1774629510740357410;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;10:46 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,70E+19;Sun Mar 31 18:19:47 +0000 2024;1;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;1;https://x.com/dfes_wa/status/1774501865134449084;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;2:19 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,70E+19;Sun Mar 31 17:37:55 +0000 2024;2;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1774491327893512520;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;1:37 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
7,70E+19;Mon Apr 01 07:49:28 +0000 2024;2;1,77E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1774705628059230555;364678681;dfes_wa;Mundaring_tweets.csv;Mundaring    ;3:49 PM;BURNT;CITY OF SWAN and SHIRE OF MUNDARING
7,70E+19;Sun Mar 31 13:04:08 +0000 2024;2;1,77E+18;;en;OAKFORD;0;0;0;https://x.com/dfes_wa/status/1774422429097693497;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;9:04 PM;BURNT;SHIRE OF SERPENTINE-JARRAHDALE
8,60E+19;Thu Dec 05 09:59:25 +0000 2024;3;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1864610521259151540;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;5:59 PM;WATCH AND ACT;
8,70E+19;Sun Dec 08 02:59:32 +0000 2024;2;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1865592018229223533;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;10:59 AM;ADVICE;
8,70E+19;Mon Dec 09 03:36:33 +0000 2024;2;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1865963721685975481;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;11:36 AM;ADVICE;
7,70E+19;Sun Mar 31 12:00:49 +0000 2024;3;1,77E+18;;en;OAKFORD;0;0;0;https://x.com/dfes_wa/status/1774406493670138139;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;8:00 PM;ADVICE;SHIRE OF SERPENTINE-JARRAHDALE
8,60E+19;Thu Dec 05 12:08:00 +0000 2024;3;1,86E+18;;en;;0;0;1;https://x.com/dfes_wa/status/1864642881342066920;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;8:07 PM;WATCH AND ACT;
8,60E+19;Fri Dec 06 01:43:15 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864848044237427006;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;9:43 AM;ADVICE;
7,70E+19;Sun Mar 31 10:17:05 +0000 2024;2;1,77E+18;;en;OAKFORD;0;0;0;https://x.com/dfes_wa/status/1774380387852259547;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;6:17 PM;ADVICE;SHIRE OF SERPENTINE-JARRAHDALE
8,70E+19;Sun Dec 08 07:51:12 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1865665415806087206;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;3:51 PM;ADVICE;
8,60E+19;Thu Dec 05 13:56:28 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864670175221698969;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;9:56 PM;WATCH AND ACT;
7,70E+19;Sun Mar 31 10:24:48 +0000 2024;2;1,77E+18;;en;OAKFORD;0;0;0;https://x.com/dfes_wa/status/1774382327734706670;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;6:24 PM;ADVICE;SHIRE OF SERPENTINE-JARRAHDALE
8,70E+19;Sat Dec 07 07:43:17 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1865301038766637186;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;3:43 PM;ADVICE;
7,70E+19;Sun Mar 31 08:55:50 +0000 2024;2;1,77E+18;;en;OAKFORD;0;0;0;https://x.com/dfes_wa/status/1774359941459157469;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;4:55 PM;WATCH AND ACT;SHIRE OF SERPENTINE-JARRAHDALE
8,70E+19;Sat Dec 07 02:20:21 +0000 2024;1;1,87E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1865219767751315724;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;10:20 AM;ADVICE;
8,60E+19;Fri Dec 06 07:59:29 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864942726669832672;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;3:59 PM;ADVICE;
8,60E+19;Fri Dec 06 01:05:29 +0000 2024;2;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864838539353206800;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;9:05 AM;ADVICE;
8,60E+19;Thu Dec 05 15:14:05 +0000 2024;1;1,86E+18;;en;;0;0;0;https://x.com/dfes_wa/status/1864689707579527559;364678681;dfes_wa;Oakford_tweets.csv;Oakford    ;11:13 PM;ADVICE;
7,80E+19;Tue Apr 02 03:01:53 +0000 2024;2;1,78E+18;;en;BELLEVUE HAZELMERE MIDLAND and HELENA VALLEY;0;0;0;https://x.com/dfes_wa/status/1774995642273935841;364678681;dfes_wa;Midland_tweets.csv;Midland    ;11:01 AM;ADVICE;CITY OF SWAN and SHIRE OF MUNDARING
