Date,suburb,status,time,station,Minimum Temperature,Maximum Temperature,Rainfall,Evaporation,Sunshine,Direction Max Wind Gust,Speed Max Wind Gust,Time Max Wind Gust
2025/01/31,Cockburn Central,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Cockburn Central,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Cockburn Central,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Como,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Como,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Connolly,ADVICE,14,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Connolly,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Connolly,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Coogee,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coogee,EMERGENCY WARNING,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coogee,WATCH AND ACT,21,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coolbellup,ADVICE,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coolbellup,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coolbellup,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Coolbinia,ADVICE,14,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Coolbinia,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Coolbinia,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Cooloongup,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Cottesloe,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Cottesloe,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Cottesloe,WATCH AND ACT,17,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Crawley,ADVICE,24,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Crawley,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Crawley,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Cullacabardee,ADVICE,14,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Cullacabardee,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Cullacabardee,WATCH AND ACT,22,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Daglish,ADVICE,24,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Daglish,EMERGENCY WARNING,14,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Daglish,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Dalkeith,ADVICE,14,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Darch,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Darch,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Darch,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Darling Downs,ADVICE,24,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Darling Downs,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Darling Downs,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Dayton,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Dayton,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Dayton,WATCH AND ACT,22,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Doubleview,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Doubleview,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Doubleview,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,East Fremantle,ADVICE,24,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,East Fremantle,EMERGENCY WARNING,14,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,East Fremantle,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,East Perth,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,East Perth,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,East Perth,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,East Rockingham,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,East Rockingham,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,East Rockingham,WATCH AND ACT,17,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Ellenbrook,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Ellenbrook,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Ellenbrook,WATCH AND ACT,17,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Embleton,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Embleton,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Embleton,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ferndale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Ferndale,EMERGENCY WARNING,16,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Floreat,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Floreat,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Floreat,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Forrestdale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Forrestdale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Forrestdale,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Forrestfield,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Forrestfield,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Forrestfield,WATCH AND ACT,17,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Fremantle,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Fremantle,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Fremantle,WATCH AND ACT,17,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Garden Island,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Garden Island,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Garden Island,WATCH AND ACT,17,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Gidgegannup,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Girrawheen,ADVICE,24,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Girrawheen,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Girrawheen,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Glendalough,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Glendalough,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Glendalough,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Gnangara,ADVICE,24,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Gnangara,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Gnangara,WATCH AND ACT,22,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Gooseberry Hill,ADVICE,10,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Gooseberry Hill,EMERGENCY WARNING,13,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Gooseberry Hill,WATCH AND ACT,22,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Gosnells,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Gosnells,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Gosnells,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Guildford,ADVICE,14,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Guildford,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Guildford,WATCH AND ACT,22,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Gwelup,ADVICE,24,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Gwelup,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Gwelup,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hacketts Gully,ADVICE,10,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Hacketts Gully,EMERGENCY WARNING,13,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Hacketts Gully,WATCH AND ACT,17,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Hamersley,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hamersley,EMERGENCY WARNING,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hamersley,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hamilton Hill,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hamilton Hill,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hamilton Hill,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hammond Park,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hammond Park,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hammond Park,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Harrisdale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Harrisdale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Harrisdale,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Haynes,ADVICE,24,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Haynes,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Haynes,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hazelmere,ADVICE,24,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Hazelmere,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Hazelmere,WATCH AND ACT,22,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Heathridge,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Heathridge,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Heathridge,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Helena Valley,ADVICE,14,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Helena Valley,WATCH AND ACT,15,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Henderson,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Henderson,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Henderson,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Henley Brook,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Henley Brook,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Henley Brook,WATCH AND ACT,17,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Herne Hill,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Herne Hill,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Herne Hill,WATCH AND ACT,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,High Wycombe,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Highgate,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Highgate,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Highgate,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hilbert,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hilbert,WATCH AND ACT,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hillarys,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Hillarys,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Hillarys,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Hillman,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hillman,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hillman,WATCH AND ACT,15,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hilton,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hilton,EMERGENCY WARNING,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hilton,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Hocking,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hocking,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hocking,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Hope Valley,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hope Valley,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hope Valley,WATCH AND ACT,17,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Hovea,ADVICE,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Hovea,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Hovea,WATCH AND ACT,22,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Huntingdale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Huntingdale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Huntingdale,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Illawarra,ADVICE,24,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Illawarra,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Illawarra,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Iluka,ADVICE,24,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Iluka,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Iluka,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Inglewood,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Inglewood,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Inglewood,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Innaloo,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Innaloo,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Jandakot,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Jandakot,EMERGENCY WARNING,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Jandakot,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Jarrahdale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Jarrahdale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Jarrahdale,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Joondanna,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kalamunda,ADVICE,10,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Kalamunda,EMERGENCY WARNING,13,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Kalamunda,WATCH AND ACT,15,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Kallaroo,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Kallaroo,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Kallaroo,WATCH AND ACT,15,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karawara,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Karawara,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Karawara,WATCH AND ACT,20,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kardinya,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kardinya,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kardinya,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Karrakatta,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karrakatta,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karrakatta,WATCH AND ACT,15,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karrakup,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Karrakup,EMERGENCY WARNING,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Karrinyup,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karrinyup,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Karrinyup,WATCH AND ACT,15,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Kelmscott,ADVICE,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kelmscott,EMERGENCY WARNING,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kelscott,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kelscott,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kelscott,WATCH AND ACT,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kensington,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kensington,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kensington,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kenwick,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kenwick,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kenwick,WATCH AND ACT,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Kewdale,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Kewdale,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Kewdale,WATCH AND ACT,15,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Kiara,ADVICE,14,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kiara,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kiara,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kings Park,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kings Park,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kings Park,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kinross,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kinross,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Kinross,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Koondoola,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Koondoola,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Koondoola,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Koongamia,ADVICE,10,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
