Date,suburb,status,time,station,Minimum Temperature,Maximum Temperature,Rainfall,Evaporation,Sunshine,Direction Max Wind Gust,Speed Max Wind Gust,Time Max Wind Gust
2025/01/30,Doubleview,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,East Fremantle,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,East Perth,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Ferndale,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Floreat,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Forrestdale,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Forrestfield,ADVICE,10,Perth Airport,24.5,42.9,0.0,13.2,12.6,E,52.0,24.0
2025/01/30,Fremantle,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Glendalough,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Gooseberry Hill,ADVICE,10,Gooseberry Hill,23.3,44.0,0.0,10.0,12.1,E,69.0,3.0
2025/01/30,Gosnells,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Hamersley,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Hamilton Hill,ADVICE,15,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Hammond Park,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Heathridge,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,High Wycombe,ADVICE,10,Perth Airport,24.5,42.9,0.0,13.2,12.6,E,52.0,24.0
2025/01/30,Hilbert,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Hillman,ADVICE,15,Garden Island,24.3,40.8,0.0,10.0,12.1,SSW,37.0,14.0
2025/01/30,Hilton,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Hope Valley,ADVICE,10,Garden Island,24.3,40.8,0.0,10.0,12.1,SSW,37.0,14.0
2025/01/30,Huntingdale,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Illawarra,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Iluka,ADVICE,15,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Innaloo,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Jandabup,ADVICE,10,Pearce,25.9,44.2,0.0,10.0,12.6,NE,46.0,9.0
2025/01/30,Jandakot,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Joondanna,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Kalamunda,ADVICE,10,Gooseberry Hill,23.3,44.0,0.0,10.0,12.1,E,69.0,3.0
2025/01/30,Kallaroo,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Karawara,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Kardinya,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Karrakatta,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Karrakup,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Karrinyup,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Kelscott,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Kensington,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Kenwick,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Kewdale,ADVICE,10,Perth Airport,24.5,42.9,0.0,13.2,12.6,E,52.0,24.0
2025/01/30,Kiara,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Kings Park,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Kinross,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Koondoola,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Koongamia,ADVICE,10,Gooseberry Hill,23.3,44.0,0.0,10.0,12.1,E,69.0,3.0
2025/01/30,Kwinana Beach,ADVICE,10,Garden Island,24.3,40.8,0.0,10.0,12.1,SSW,37.0,14.0
2025/01/30,Kwinana Town Centre,ADVICE,10,Garden Island,24.3,40.8,0.0,10.0,12.1,SSW,37.0,14.0
2025/01/30,Landsdale,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Leederville,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Leeming,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Lockridge,ADVICE,10,Perth Airport,24.5,42.9,0.0,13.2,12.6,E,52.0,24.0
2025/01/30,Mandogalup,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Manning,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Marangaroo,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Menora,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Midvale,ADVICE,10,Gooseberry Hill,23.3,44.0,0.0,10.0,12.1,E,69.0,3.0
2025/01/30,Mosman Park,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Mount Claremont,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Mount Hawthorn,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Mount Helena,ADVICE,10,Bickley,21.0,40.6,0.0,10.0,12.1,E,50.0,24.0
2025/01/30,Mount Lawley,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,Mount Nasura,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Mount Richon,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Mullaloo,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Mundijong,ADVICE,10,Jandakot,23.1,41.9,0.0,10.0,12.6,NE,44.0,11.0
2025/01/30,Naval Base,ADVICE,10,Garden Island,24.3,40.8,0.0,10.0,12.1,SSW,37.0,14.0
2025/01/30,Neerabup,ADVICE,10,Pearce,25.9,44.2,0.0,10.0,12.6,NE,46.0,9.0
2025/01/30,Nollamara,ADVICE,10,Perth,24.1,41.2,0.0,13.2,12.6,NNE,35.0,9.0
2025/01/30,North Fremantle,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/30,Ocean Reef,ADVICE,10,Swanbourne,26.3,40.9,0.0,10.0,12.1,NE,37.0,9.0
2025/01/31,Alfred Cove,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Alfred Cove,EMERGENCY WARNING,14,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Alfred Cove,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Anketell,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Anketell,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Applecross,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Applecross,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Applecross,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ardross,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Ardross,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Ardross,WATCH AND ACT,17,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Armadale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Armadale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Armadale,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Ascot,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ascot,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ascot,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ashfield,ADVICE,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Attadale,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Attadale,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Attadale,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Atwell,ADVICE,24,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Atwell,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Atwell,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Aubin Grove,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Aubin Grove,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Aubin Grove,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Aveley,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Bailup,ADVICE,16,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Bailup,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Bailup,WATCH AND ACT,22,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Balcatta,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Balcatta,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Balcatta,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Baldivis,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Baldivis,EMERGENCY WARNING,14,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Baldivis,WATCH AND ACT,22,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Ballajura,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ballajura,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Ballajura,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Banjup,ADVICE,24,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Banjup,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Banjup,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Baskerville,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Baskerville,EMERGENCY WARNING,14,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Baskerville,WATCH AND ACT,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Bassendean,ADVICE,24,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bassendean,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bassendean,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bateman,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bateman,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bateman,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bayswater,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bayswater,EMERGENCY WARNING,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bayswater,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beaconsfield,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Beaconsfield,EMERGENCY WARNING,14,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Beaconsfield,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Beckenham,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Beckenham,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Beckenham,WATCH AND ACT,15,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Bedford,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bedford,EMERGENCY WARNING,14,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bedford,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bedfordale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bedfordale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bedfordale,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Beechboro,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beechboro,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beechboro,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beechina,ADVICE,10,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Beechina,EMERGENCY WARNING,13,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Beechina,WATCH AND ACT,22,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Beeliar,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Beeliar,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Beeliar,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Beldon,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beldon,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Beldon,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Belhus,ADVICE,10,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Belhus,EMERGENCY WARNING,17,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Belhus,WATCH AND ACT,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Belmont,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Belmont,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Belmont,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bennett Springs,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bennett Springs,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bennett Springs,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Bentley,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Bentley,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Bentley,WATCH AND ACT,22,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Bertram,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Bertram,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Bertram,WATCH AND ACT,17,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Bickley,ADVICE,10,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Bickley,EMERGENCY WARNING,17,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Bickley,WATCH AND ACT,22,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Bicton,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Bicton,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Bicton,WATCH AND ACT,17,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Booragoon,ADVICE,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Booragoon,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Booragoon,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Boya,ADVICE,10,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Boya,EMERGENCY WARNING,13,Gooseberry Hill,20.5,34.8,0.0,10.0,12.1,SW,39.0,15.0
2025/01/31,Brabham,ADVICE,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Brabham,EMERGENCY WARNING,13,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Brabham,WATCH AND ACT,15,Millendon (Swan Valley),18.0,36.4,0.0,10.0,10.5,SW,30.0,12.0
2025/01/31,Brookdale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Brookdale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Brookdale,WATCH AND ACT,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bull Creek,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bull Creek,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Bull Creek,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Burns Beach,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Burns Beach,EMERGENCY WARNING,14,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Burns Beach,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Burswood,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Burswood,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Burswood,WATCH AND ACT,17,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Calista,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Calista,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Calista,WATCH AND ACT,22,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Camillo,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Canning Vale,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Canning Vale,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Canning Vale,WATCH AND ACT,15,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Cannington,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Cannington,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Cannington,WATCH AND ACT,22,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Cardup,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Cardup,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Cardup,WATCH AND ACT,22,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Carine,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Carlisle,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Carlisle,EMERGENCY WARNING,15,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Carlisle,WATCH AND ACT,22,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Carmel,ADVICE,10,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Carmel,EMERGENCY WARNING,13,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Carmel,WATCH AND ACT,15,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Casuarina,ADVICE,10,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Casuarina,EMERGENCY WARNING,13,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Casuarina,WATCH AND ACT,22,Garden Island,22.0,27.5,0.0,10.0,12.1,SSW,52.0,19.0
2025/01/31,Caversham,ADVICE,10,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Caversham,EMERGENCY WARNING,13,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Caversham,WATCH AND ACT,17,Perth Airport,17.6,34.1,0.0,10.0,10.5,W,37.0,16.0
2025/01/31,Champion Lakes,ADVICE,10,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Champion Lakes,EMERGENCY WARNING,13,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Champion Lakes,WATCH AND ACT,20,Jandakot,18.5,31.8,0.0,10.0,10.5,WSW,37.0,17.0
2025/01/31,Chidlow,ADVICE,10,Bickley,19.2,33.3,0.0,10.0,12.1,SW,35.0,17.0
2025/01/31,Churchlands,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Churchlands,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Churchlands,WATCH AND ACT,15,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,City Beach,ADVICE,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,City Beach,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,City Beach,WATCH AND ACT,15,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Claremont,ADVICE,10,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Claremont,EMERGENCY WARNING,13,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Claremont,WATCH AND ACT,22,Swanbourne,20.7,28.2,0.0,10.0,12.1,S,35.0,18.0
2025/01/31,Cloverdale,ADVICE,10,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Cloverdale,EMERGENCY WARNING,13,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
2025/01/31,Cloverdale,WATCH AND ACT,22,Perth,20.8,31.8,0.0,10.0,10.5,SW,31.0,16.0
